split,class,source,prepared,variant
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__Screenshot_2026-06-01_at_18.17.46__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__Screenshot_2026-06-01_at_18.17.46__box001__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__Screenshot_2026-06-01_at_18.17.46__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__Screenshot_2026-06-01_at_18.17.46__box001__brighter_1.18.jpg,brighter_1.18
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.13.52__box003.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.13.52__box003__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.13.52__box003.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.13.52__box003__rotate_180.jpg,rotate_180
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.25.39__box006.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.25.39__box006__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.25.39__box006.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.25.39__box006__brighter_1.21.jpg,brighter_1.21
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__Screenshot_2026-06-01_at_18.21.48__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__Screenshot_2026-06-01_at_18.21.48__box001__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__Screenshot_2026-06-01_at_18.21.48__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__Screenshot_2026-06-01_at_18.21.48__box001__lower_contrast_0.62.jpg,lower_contrast_0.62
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.17.16__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.17.16__box002__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.17.16__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.17.16__box002__rotate_270.jpg,rotate_270
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__DSCF2701__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__DSCF2701__box001__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__DSCF2701__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__DSCF2701__box001__lower_contrast_0.63.jpg,lower_contrast_0.63
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box012.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box012__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box012.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box012__lower_contrast_0.72.jpg,lower_contrast_0.72
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__Screenshot_2026-06-01_at_18.24.23__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__Screenshot_2026-06-01_at_18.24.23__box001__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__Screenshot_2026-06-01_at_18.24.23__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__Screenshot_2026-06-01_at_18.24.23__box001__lower_contrast_0.81.jpg,lower_contrast_0.81
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__DSCF2681__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__DSCF2681__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__DSCF2681__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__DSCF2681__box001__lower_contrast_0.80.jpg,lower_contrast_0.80
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__DSCF2637__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__DSCF2637__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__DSCF2637__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__DSCF2637__box001__brighter_1.21.jpg,brighter_1.21
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.14__box005.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.14__box005__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.14__box005.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.14__box005__brighter_1.32.jpg,brighter_1.32
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__DSCF2617__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__DSCF2617__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__DSCF2617__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__DSCF2617__box001__rotate_180.jpg,rotate_180
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2658__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2658__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2658__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2658__box001__rotate_270.jpg,rotate_270
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.24.33__box006.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.24.33__box006__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.24.33__box006.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.24.33__box006__rotate_90.jpg,rotate_90
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box010.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box010__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box010.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box010__rotate_270.jpg,rotate_270
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.24.51__box003.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.24.51__box003__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.24.51__box003.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.24.51__box003__brighter_1.34.jpg,brighter_1.34
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box016.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box016__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box016.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box016__lower_contrast_0.81.jpg,lower_contrast_0.81
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2644__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2644__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2644__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2644__box001__lower_contrast_0.67.jpg,lower_contrast_0.67
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.12.45__box005.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.12.45__box005__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.12.45__box005.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.12.45__box005__lower_contrast_0.77.jpg,lower_contrast_0.77
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.17.11__box005.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.17.11__box005__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.17.11__box005.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.17.11__box005__lower_contrast_0.67.jpg,lower_contrast_0.67
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2626__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2626__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2626__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2626__box001__rotate_90.jpg,rotate_90
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box001__rotate_180.jpg,rotate_180
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.09__box003.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.09__box003__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.09__box003.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.09__box003__lower_contrast_0.76.jpg,lower_contrast_0.76
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box012.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box012__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box012.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box012__brighter_1.25.jpg,brighter_1.25
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__Screenshot_2026-06-01_at_18.14.20__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__Screenshot_2026-06-01_at_18.14.20__box002__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__Screenshot_2026-06-01_at_18.14.20__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__Screenshot_2026-06-01_at_18.14.20__box002__brighter_1.33.jpg,brighter_1.33
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__Screenshot_2026-06-01_at_18.16.38__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__Screenshot_2026-06-01_at_18.16.38__box001__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__Screenshot_2026-06-01_at_18.16.38__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__Screenshot_2026-06-01_at_18.16.38__box001__lower_contrast_0.64.jpg,lower_contrast_0.64
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box002__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box002__brighter_1.32.jpg,brighter_1.32
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__DSCF2656__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__DSCF2656__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__DSCF2656__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__DSCF2656__box001__lower_contrast_0.62.jpg,lower_contrast_0.62
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__Screenshot_2026-06-01_at_18.19.36__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__Screenshot_2026-06-01_at_18.19.36__box002__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__Screenshot_2026-06-01_at_18.19.36__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__Screenshot_2026-06-01_at_18.19.36__box002__lower_contrast_0.75.jpg,lower_contrast_0.75
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__Screenshot_2026-06-01_at_18.15.23__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__Screenshot_2026-06-01_at_18.15.23__box002__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__Screenshot_2026-06-01_at_18.15.23__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__Screenshot_2026-06-01_at_18.15.23__box002__brighter_1.18.jpg,brighter_1.18
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.44__box006.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.44__box006__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.44__box006.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.44__box006__brighter_1.26.jpg,brighter_1.26
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.15.38__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.15.38__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.15.38__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.15.38__box001__brighter_1.26.jpg,brighter_1.26
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__DSCF2635__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__DSCF2635__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__DSCF2635__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__DSCF2635__box001__lower_contrast_0.64.jpg,lower_contrast_0.64
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2657__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2657__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2657__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2657__box001__rotate_90.jpg,rotate_90
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__DSCF2692__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__DSCF2692__box002__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__DSCF2692__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__DSCF2692__box002__rotate_90.jpg,rotate_90
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.24.51__box011.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.24.51__box011__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.24.51__box011.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.24.51__box011__brighter_1.27.jpg,brighter_1.27
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box007.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box007__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box007.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box007__lower_contrast_0.71.jpg,lower_contrast_0.71
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__DSCF2636__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__DSCF2636__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__DSCF2636__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__DSCF2636__box001__lower_contrast_0.68.jpg,lower_contrast_0.68
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__Screenshot_2026-06-01_at_18.22.17__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__Screenshot_2026-06-01_at_18.22.17__box001__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__Screenshot_2026-06-01_at_18.22.17__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__Screenshot_2026-06-01_at_18.22.17__box001__lower_contrast_0.80.jpg,lower_contrast_0.80
